yes,0.1002979145978153
assault,0.1002979145978153
buttock,0.1002979145978153
intent,0.1002979145978153
longer,0.1002979145978153
72527,0.1002979145978153
license_nurse,0.1012909632571996
cc,0.1012909632571996
facility_develop_implement,0.1012909632571996
pressure_sore,0.1012909632571996
participation,0.1012909632571996
driver,0.10228401191658391
forward,0.10228401191658391
swell,0.10228401191658391
hard,0.10228401191658391
release,0.10228401191658391
require_extensive,0.10228401191658391
57,0.10228401191658391
rna,0.10228401191658391
rough,0.10228401191658391
milligram,0.10327706057596822
weight_loss,0.10327706057596822
reduce,0.10327706057596822
primary,0.10327706057596822
enforcement,0.10327706057596822
gait,0.10327706057596822
restrictive,0.10427010923535253
bed_rail,0.10427010923535253
lot,0.10427010923535253
safety_security_patient,0.10427010923535253
effect,0.10526315789473684
therapist,0.10526315789473684
s,0.10526315789473684
reach,0.10625620655412116
bite,0.10625620655412116
surgical,0.10625620655412116
suspend,0.10625620655412116
promptly,0.10625620655412116
security_long,0.10625620655412116
mandate,0.10625620655412116
rest,0.10724925521350546
previous,0.10724925521350546
credit,0.10724925521350546
kick,0.10724925521350546
catheter,0.10724925521350546
payroll,0.10724925521350546
mild,0.10724925521350546
vital,0.10824230387288977
annual,0.10824230387288977
patient_right_enumerate,0.10824230387288977
recommendation,0.10824230387288977
ground,0.10824230387288977
urine,0.10824230387288977
o_ad_state,0.10824230387288977
review_clinical_record,0.10824230387288977
worker,0.10824230387288977
near,0.10923535253227408
visitor,0.10923535253227408
surgery,0.10923535253227408
officer,0.10923535253227408
diagnose,0.10923535253227408
physical_therapy,0.10923535253227408
31,0.10923535253227408
dry,0.10923535253227408
free_accident,0.10923535253227408
receive_adequate,0.10923535253227408
bladder,0.11022840119165839
1418.91,0.11022840119165839
licensed_vocational_nurse,0.11022840119165839
mechanical,0.11022840119165839
requirement_section,0.11022840119165839
lose,0.11022840119165839
l,0.11022840119165839
hair,0.11022840119165839
centimeter,0.11022840119165839
theft,0.11022840119165839
sure,0.1112214498510427
orient,0.1112214498510427
humiliation,0.1112214498510427
bill,0.1112214498510427
bad,0.1112214498510427
cup,0.1112214498510427
pound,0.1112214498510427
b.,0.1112214498510427
certified_nurse,0.1112214498510427
blood_sugar,0.1112214498510427
class_b_citation,0.1112214498510427
department_public,0.11221449851042702
different,0.11221449851042702
direct_immediate,0.11221449851042702
psychiatric,0.11221449851042702
kidney,0.11221449851042702
job,0.11221449851042702
fail_protect,0.11221449851042702
restrain,0.11320754716981132
er,0.11320754716981132
oshpd,0.11320754716981132
people,0.11320754716981132
failure_comply,0.11320754716981132
card,0.11320754716981132
size,0.11320754716981132
progress_note_date,0.11420059582919563
death,0.11420059582919563
old_female,0.11420059582919563
run,0.11420059582919563
communicate,0.11420059582919563
nurse_note_date,0.11519364448857994
